name,N,nnz,nnz_per_row,csr_reuse_distance,num_diags,num_diag_elems,ratio_diag,num_ell_elems,ratio_ell,zero_rows,one_rows,two_rows,three_rows,four_rows,five_rows,small_rows,small_rows_elems,mean_diff_nnz,min_nnz_row,max_nnz_row,mean_nnz_row,vr_nnz_row,sd_nnz_row
nopoly,10774,70842,6.575274,84.225456,14055,91757824,1295.246097,237028,3.345868,0.000000,0.000000,0.000000,0.018563,6.070169,13.541860,19.630592,13.998757,0.627680,3,11,6.575274,1.208511,1.099323
pesa,11738,79566,6.778497,91.265114,13509,94947120,1193.312722,234760,2.950506,0.000000,0.000000,0.000000,0.042597,2.845459,7.812234,10.700290,7.460473,0.337821,3,10,6.778497,0.783794,0.885322
viscoplastic2,32769,381326,11.636791,95.774216,56354,928586032,2435.150061,4784274,12.546414,0.000000,0.000000,0.000000,0.000000,0.000000,38.963654,38.963654,16.741581,0.692810,5,73,11.636791,194.762314,13.955727
viscoplastic1,4326,61166,14.139158,98.044662,7251,15744640,257.408364,320124,5.233692,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.912139,7,37,14.139158,74.906342,8.654845
sts4098,4098,72356,17.656418,97.537178,4921,11852474,163.807756,6425664,88.806236,0.000000,0.000000,0.000000,0.000000,0.634456,0.000000,0.634456,0.143734,6.054430,4,784,17.656418,377.491425,19.429138
thermomech_TK,102158,711558,6.965270,23.650074,130051,8690060306,12212.722373,2043160,2.871389,0.000000,0.000000,0.000000,0.000000,0.126275,3.254762,3.381037,2.408939,0.605568,4,10,6.965270,0.511626,0.715280
thermomech_TC,102158,711558,6.965270,23.650074,130051,8690060306,12212.722373,2043160,2.871389,0.000000,0.000000,0.000000,0.000000,0.126275,3.254762,3.381037,2.408939,0.605568,4,10,6.965270,0.511626,0.715280
FEM_3D_thermal1,17880,430740,24.090605,99.115242,1143,12815410,29.752078,965520,2.241538,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.486716,12,27,24.090605,18.566412,4.308876
thermomech_dK,204316,2846228,13.930519,79.392479,278491,36314940652,12758.971049,8172640,2.871393,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.605565,7,20,13.930519,2.043839,1.429629
thermomech_dM,204316,1423116,6.965270,58.785023,130051,17380120612,12212.722373,4086320,2.871389,0.000000,0.000000,0.000000,0.000000,0.126275,3.254762,3.381037,2.408939,0.302782,4,10,6.965270,0.510936,0.714798
FEM_3D_thermal2,147900,3489300,23.592293,99.076347,9081,810408838,232.255420,7986600,2.288883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.006105,12,27,23.592293,20.056847,4.478487
t2dal_a,4257,37465,8.800798,98.088882,173,728979,19.457600,76626,2.045269,0.000000,0.000000,0.000000,0.000000,0.093963,0.000000,0.093963,0.042707,0.218515,4,9,8.800798,0.567312,0.753201
gas_sensor,66917,1703365,25.454891,97.277206,4243,279289751,163.963537,4416522,2.592822,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.803605,8,33,25.454891,12.342005,3.513119
LFAT5,14,46,3.285714,280726.093750,11,124,2.695652,140,3.043478,0.000000,0.000000,28.571428,28.571428,28.571428,14.285714,100.000000,100.000000,0.923077,2,5,3.285714,1.061225,1.030158
t3dl_a,20360,509866,25.042534,98.715935,2965,58139388,114.028760,1099440,2.156331,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.882755,8,27,25.042534,15.448198,3.930420
boneS10,914898,40878708,44.681164,98.807961,7331,6657247428,162.853665,122596332,2.999027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.427696,12,67,44.681164,125.723640,11.212655
LF10,18,82,4.555555,97.560974,7,114,1.390244,180,2.195122,0.000000,0.000000,0.000000,11.111111,22.222221,66.666664,100.000000,100.000000,0.235294,3,5,4.555555,0.469136,0.684935
gyro,17361,1021159,58.819134,97.950073,7459,115221939,112.834474,12499920,12.240914,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.930760,12,360,58.819134,1027.235107,32.050510
gyro_k,17361,1021159,58.819134,97.950073,7459,115221939,112.834474,12499920,12.240914,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.930760,12,360,58.819134,1027.235107,32.050510
filter3D,106437,2707179,25.434566,83.523552,13405,1381615709,510.352551,23841888,8.806912,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.659711,8,112,25.434566,160.610672,12.673226
t3dl,20360,509866,25.042534,98.715935,2965,58139388,114.028760,1099440,2.156331,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.882755,8,27,25.042534,15.448198,3.930420
t3dh_a,79171,4352105,54.970947,98.045105,6657,501789497,115.298114,12825702,2.947011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.107326,20,81,54.970947,211.132645,14.530404
t2dal_bci,4257,37465,8.800798,98.088882,173,728979,19.457600,76626,2.045269,0.000000,0.000000,0.000000,0.000000,0.093963,0.000000,0.093963,0.042707,0.218515,4,9,8.800798,0.567312,0.753201
rail_1357,1357,8985,6.621223,89.126320,1953,1552609,172.800111,29854,3.322649,0.000000,0.000000,0.000000,0.073692,7.295505,37.582905,44.952099,32.821369,1.598820,3,11,6.621223,3.545588,1.882973
t2dah,11445,176117,15.388117,98.405609,461,5223011,29.656484,480690,2.729379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.914016,8,21,15.388117,14.969629,3.869061
LF10000,19998,99982,4.999600,98.749779,7,139974,1.399992,199980,2.000160,0.000000,0.000000,0.000000,0.010001,0.020002,99.969994,100.000000,100.000000,0.000200,3,5,4.999600,0.000600,0.024490
piston,2025,100015,49.390125,99.873016,89,178245,1.782183,255150,2.551117,0.000000,0.000000,0.000000,0.000000,0.098765,0.000000,0.098765,0.007999,4.506917,4,63,49.390125,429.866425,20.733221
t3dh,79171,4352105,54.970947,98.045105,6657,501789497,115.298114,12825702,2.947011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.107326,20,81,54.970947,211.132645,14.530404
t2dah_a,11445,176117,15.388117,98.405609,461,5223011,29.656484,480690,2.729379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.914016,8,21,15.388117,14.969629,3.869061
gyro_m,17361,340431,19.608952,93.851028,2395,37127487,109.060241,4166640,12.239308,0.000000,0.000000,0.000000,0.000000,0.017280,1.451529,1.468809,0.373644,2.974770,4,120,19.608952,114.183083,10.685648
chipcool0,20082,281150,14.000099,88.008179,2323,45290702,161.090884,963936,3.428547,0.000000,0.000000,0.000000,0.000000,0.000000,0.134449,0.134449,0.048017,2.628455,5,24,14.000099,7.249796,2.692544
inlet,11730,328323,27.990026,99.167587,54,630301,1.919759,961860,2.929615,0.000000,2.813299,0.085251,0.119352,0.161978,0.289855,3.469736,0.194321,6.537471,1,41,27.990026,61.820038,7.862572
chipcool1,20082,281150,14.000099,88.008179,2323,45290702,161.090884,963936,3.428547,0.000000,0.000000,0.000000,0.000000,0.000000,0.134449,0.134449,0.048017,2.628455,5,24,14.000099,7.249796,2.692544
rail_20209,20209,139233,6.889653,91.827370,18467,250467227,1798.907062,444598,3.193194,0.000000,0.000000,0.000000,0.004948,1.944678,46.731655,48.681282,35.045570,1.707443,3,11,6.889653,3.886412,1.971399
flowmeter5,9669,67391,6.969800,96.489143,801,7530511,111.743571,212718,3.156475,0.000000,0.000000,0.000000,0.000000,0.144793,1.261764,1.406557,0.988263,0.159806,4,11,6.969800,0.153798,0.392171
rail_79841,79841,553921,6.937801,91.686180,52225,2961705997,5346.802156,1756502,3.171033,0.000000,0.000000,0.000000,0.001252,0.983204,48.491375,49.475834,35.514629,1.721869,3,11,6.937801,3.941223,1.985251
boneS01,127224,5516602,43.361332,98.716324,3033,377400774,68.411818,17048016,3.090311,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.548265,12,67,43.361332,158.572174,12.592545
t3dl_e,20360,20360,1.000000,93.747543,1,20360,1.000000,40720,2.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,0.000000,1,1,1.000000,0.000000,0.000000
rail_5177,5177,35185,6.796407,91.149635,6301,20310467,577.247890,113894,3.237004,0.000000,0.000000,0.000000,0.019316,3.805293,43.422832,47.247440,34.193550,1.693972,3,11,6.796407,3.772680,1.942339
t2dah_e,11445,176117,15.388117,98.405609,461,5223011,29.656484,480690,2.729379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.914016,8,21,15.388117,14.969629,3.869061
t2dal_e,4257,4257,1.000000,93.727974,1,4257,1.000000,8514,2.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,0.000000,1,1,1.000000,0.000000,0.000000
t3dh_e,79171,4352105,54.970947,98.045105,6657,501789497,115.298114,12825702,2.947011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.107326,20,81,54.970947,211.132645,14.530404
t2dal,4257,37465,8.800798,98.088882,173,728979,19.457600,76626,2.045269,0.000000,0.000000,0.000000,0.000000,0.093963,0.000000,0.093963,0.042707,0.218515,4,9,8.800798,0.567312,0.753201
LFAT5000,19994,79966,3.999500,98.436836,11,219904,2.749969,199940,2.500313,0.000000,0.000000,0.020006,49.984997,0.020006,49.974991,100.000000,100.000000,0.999950,2,5,3.999500,1.000400,1.000200
filter2D,1668,10750,6.444844,98.893021,159,258842,24.078326,30024,2.792930,0.000000,0.000000,0.000000,2.517986,4.076739,18.165468,24.760191,17.795349,1.065987,3,9,6.444844,1.489169,1.220315
flowmeter0,9669,67391,6.969800,96.489143,801,7530511,111.743571,212718,3.156475,0.000000,0.000000,0.000000,0.000000,0.144793,1.261764,1.406557,0.988263,0.159806,4,11,6.969800,0.153798,0.392171
spiral,1434,18228,12.711297,98.677856,1017,1127306,61.844744,283932,15.576695,0.000000,0.000000,13.947001,57.601116,0.697350,0.139470,72.384933,16.063200,2.004885,2,99,12.711297,422.109192,20.545296
majorbasis,160000,1750416,10.940100,97.149017,22,2518798,1.438971,3520000,2.010951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030000,6,11,10.940100,0.177346,0.421124
largebasis,440020,5240084,11.908740,98.807083,480079,92821400570,17713.723782,11440520,2.183270,0.000000,0.000000,0.000000,0.003636,0.000000,0.000000,0.003636,0.000916,0.000086,3,13,11.908740,0.987358,0.993659
crashbasis,160000,1750416,10.940100,97.149017,22,2518798,1.438971,3520000,2.010951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030000,6,11,10.940100,0.177346,0.421124
Baumann,112211,748331,6.668963,97.206718,7,783231,1.046637,1570954,2.099277,0.000000,0.000000,0.000000,0.092683,0.364492,9.912576,10.369750,7.692184,0.361848,3,7,6.668963,0.452581,0.672741
chem_master1,40401,201201,4.980100,96.246040,5,201601,1.001988,404010,2.007992,0.000000,0.000000,0.000000,0.009901,1.970248,98.019852,100.000000,100.000000,0.010000,3,5,4.980100,0.019697,0.140345
shyy41,4720,20042,4.246186,96.123138,7,32880,1.640555,56640,2.826065,0.000000,0.042373,2.478814,33.050846,32.266949,1.567797,69.406776,56.770782,0.051282,1,6,4.246186,1.612337,1.269778
shyy161,76480,329762,4.311742,96.148438,7,534720,1.621533,917760,2.783098,0.000000,0.002615,0.623692,33.263599,33.058315,0.410565,67.358788,54.578152,0.012579,1,6,4.311742,1.568831,1.252530
onetone1,36057,335552,9.306154,89.106903,2501,83939233,250.152683,5769120,17.192924,0.000000,4.201681,5.979422,11.828494,27.137589,5.646615,54.793800,20.247831,8.913773,1,80,9.306154,201.118347,14.181620
onetone2,36057,222596,6.173448,92.516487,1153,40593235,182.362823,2307648,10.366979,0.000000,4.201681,5.979422,11.828494,27.137589,5.668802,54.815987,30.540531,3.726731,1,32,6.173448,25.206589,5.020617
twotone,120750,1206265,9.989772,93.790001,4781,539340100,447.115766,44677500,37.037881,0.000000,5.282816,0.003313,4.427329,1.262940,28.497723,39.474121,16.628187,7.645082,1,185,9.989772,226.095108,15.036459
pre2,659033,5834044,8.852430,94.257721,25574,15426558068,2644.230669,826427382,141.656008,0.000000,1.868343,1.521168,4.463054,9.241722,14.454208,31.548496,14.407090,4.480793,1,627,8.852430,487.169434,22.071915
init_adder1,1813,11156,6.153337,74.775902,3112,3183272,285.341700,4750060,425.785228,0.000000,0.661886,1.158301,23.166023,9.376723,15.223387,49.586323,30.243814,2.812914,1,1310,6.153337,947.242859,30.777311
fpga_dcop_32,1220,5892,4.829508,94.195518,1601,1216210,206.417176,87840,14.908350,0.000000,6.885246,0.000000,11.147541,26.885246,50.491802,95.409836,82.892059,1.100902,1,36,4.829508,16.102144,4.012748
adder_dcop_59,1813,11246,6.202979,75.013336,3127,3186971,283.387071,4750060,422.377734,0.000000,0.661886,1.158301,21.400993,11.141754,15.223387,49.586323,30.286324,2.818433,1,1310,6.202979,947.232910,30.777149
oscil_dcop_34,430,1544,3.590698,93.847153,311,101995,66.058938,11180,7.240933,0.000000,1.860465,19.302326,26.046511,39.767441,5.116279,92.093025,84.455956,0.682984,1,13,3.590698,2.097598,1.448309
adder_dcop_09,1813,11239,6.199118,75.006676,3127,3186971,283.563573,4750060,422.640804,0.000000,0.661886,1.158301,21.456150,11.141754,15.223387,49.641479,30.331881,2.816225,1,1310,6.199118,947.231750,30.777130
oscil_dcop_17,430,1544,3.590698,93.847153,311,101995,66.058938,11180,7.240933,0.000000,1.860465,19.302326,26.046511,39.767441,5.116279,92.093025,84.455956,0.682984,1,13,3.590698,2.097598,1.448309
fpga_dcop_45,1220,5892,4.829508,94.195518,1601,1216210,206.417176,87840,14.908350,0.000000,6.885246,0.000000,11.147541,26.885246,50.491802,95.409836,82.892059,1.100902,1,36,4.829508,16.102144,4.012748
fpga_dcop_39,1220,5892,4.829508,94.195518,1601,1216210,206.417176,87840,14.908350,0.000000,6.885246,0.000000,11.147541,26.885246,50.491802,95.409836,82.892059,1.100902,1,36,4.829508,16.102144,4.012748
oscil_dcop_51,430,1544,3.590698,93.847153,311,101995,66.058938,11180,7.240933,0.000000,1.860465,19.302326,26.046511,39.767441,5.116279,92.093025,84.455956,0.682984,1,13,3.590698,2.097598,1.448309
oscil_dcop_43,430,1544,3.590698,93.847153,311,101995,66.058938,11180,7.240933,0.000000,1.860465,19.302326,26.046511,39.767441,5.116279,92.093025,84.455956,0.682984,1,13,3.590698,2.097598,1.448309
oscil_dcop_14,430,1544,3.590698,93.847153,311,101995,66.058938,11180,7.240933,0.000000,1.860465,19.302326,26.046511,39.767441,5.116279,92.093025,84.455956,0.682984,1,13,3.590698,2.097598,1.448309
oscil_dcop_40,430,1544,3.590698,93.847153,311,101995,66.058938,11180,7.240933,0.000000,1.860465,19.302326,26.046511,39.767441,5.116279,92.093025,84.455956,0.682984,1,13,3.590698,2.097598,1.448309
oscil_dcop_13,430,1544,3.590698,93.847153,311,101995,66.058938,11180,7.240933,0.000000,1.860465,19.302326,26.046511,39.767441,5.116279,92.093025,84.455956,0.682984,1,13,3.590698,2.097598,1.448309
fpga_dcop_42,1220,5892,4.829508,94.195518,1601,1216210,206.417176,87840,14.908350,0.000000,6.885246,0.000000,11.147541,26.885246,50.491802,95.409836,82.892059,1.100902,1,36,4.829508,16.102144,4.012748
adder_dcop_43,1813,11246,6.202979,75.013336,3127,3186971,283.387071,4750060,422.377734,0.000000,0.661886,1.158301,21.400993,11.141754,15.223387,49.586323,30.286324,2.818433,1,1310,6.202979,947.232910,30.777149
adder_dcop_15,1813,11246,6.202979,75.013336,3127,3186971,283.387071,4750060,422.377734,0.000000,0.661886,1.158301,21.400993,11.141754,15.223387,49.586323,30.286324,2.818433,1,1310,6.202979,947.232910,30.777149
mult_dcop_03,25187,193216,7.671259,62.493271,47954,626430681,3242.126330,1146864858,5935.661943,0.000000,1.469012,0.242188,7.718267,5.292413,22.340891,37.062771,20.594049,5.151155,1,22767,7.671259,20682.304688,143.813431
ASIC_320ks,321671,1316085,4.091401,91.677055,67612,18593065052,14127.556390,101004694,76.746330,0.000000,0.046010,44.063965,25.153028,0.152951,6.223129,75.639084,47.749043,1.721864,1,157,4.091401,14.658817,3.828683
adder_dcop_14,1813,11246,6.202979,75.013336,3127,3186971,283.387071,4750060,422.377734,0.000000,0.661886,1.158301,21.400993,11.141754,15.223387,49.586323,30.286324,2.818433,1,1310,6.202979,947.232910,30.777149
adder_dcop_07,1813,11226,6.191947,75.048996,3126,3186397,283.840816,4750060,423.130233,0.000000,0.661886,1.158301,21.400993,11.196911,15.499172,49.917263,30.598610,2.810706,1,1310,6.191947,947.217529,30.776899
adder_dcop_23,1813,11246,6.202979,75.013336,3127,3186971,283.387071,4750060,422.377734,0.000000,0.661886,1.158301,21.400993,11.141754,15.223387,49.586323,30.286324,2.818433,1,1310,6.202979,947.232910,30.777149
oscil_dcop_49,430,1544,3.590698,93.847153,311,101995,66.058938,11180,7.240933,0.000000,1.860465,19.302326,26.046511,39.767441,5.116279,92.093025,84.455956,0.682984,1,13,3.590698,2.097598,1.448309
adder_dcop_64,1813,11246,6.202979,75.013336,3127,3186971,283.387071,4750060,422.377734,0.000000,0.661886,1.158301,21.400993,11.141754,15.223387,49.586323,30.286324,2.818433,1,1310,6.202979,947.232910,30.777149
fpga_dcop_41,1220,5892,4.829508,94.195518,1601,1216210,206.417176,87840,14.908350,0.000000,6.885246,0.000000,11.147541,26.885246,50.491802,95.409836,82.892059,1.100902,1,36,4.829508,16.102144,4.012748
adder_dcop_04,1813,11107,6.126310,75.051765,3123,3186158,286.860358,4750060,427.663636,0.000000,0.661886,1.268616,22.779922,11.913955,14.340872,50.965252,31.160530,2.806291,1,1310,6.126310,947.374512,30.779449
fpga_dcop_07,1220,5855,4.799181,94.158836,1599,1214195,207.377455,87840,15.002562,0.000000,6.885246,0.327869,12.377049,26.475410,49.344261,95.409836,82.783943,1.114028,1,36,4.799181,16.165398,4.020622
fpga_dcop_22,1220,5892,4.829508,94.195518,1601,1216210,206.417176,87840,14.908350,0.000000,6.885246,0.000000,11.147541,26.885246,50.491802,95.409836,82.892059,1.100902,1,36,4.829508,16.102144,4.012748
adder_dcop_65,1813,11246,6.202979,75.013336,3127,3186971,283.387071,4750060,422.377734,0.000000,0.661886,1.158301,21.400993,11.141754,15.223387,49.586323,30.286324,2.818433,1,1310,6.202979,947.232910,30.777149
fpga_dcop_01,1220,5892,4.829508,94.195518,1601,1216210,206.417176,87840,14.908350,0.000000,6.885246,0.000000,11.147541,26.885246,50.491802,95.409836,82.892059,1.100902,1,36,4.829508,16.102144,4.012748
adder_dcop_39,1813,11246,6.202979,75.013336,3127,3186971,283.387071,4750060,422.377734,0.000000,0.661886,1.158301,21.400993,11.141754,15.223387,49.586323,30.286324,2.818433,1,1310,6.202979,947.232910,30.777149
adder_dcop_47,1813,11246,6.202979,75.013336,3127,3186971,283.387071,4750060,422.377734,0.000000,0.661886,1.158301,21.400993,11.141754,15.223387,49.586323,30.286324,2.818433,1,1310,6.202979,947.232910,30.777149
oscil_dcop_24,430,1544,3.590698,93.847153,311,101995,66.058938,11180,7.240933,0.000000,1.860465,19.302326,26.046511,39.767441,5.116279,92.093025,84.455956,0.682984,1,13,3.590698,2.097598,1.448309
fpga_dcop_46,1220,5892,4.829508,94.195518,1601,1216210,206.417176,87840,14.908350,0.000000,6.885246,0.000000,11.147541,26.885246,50.491802,95.409836,82.892059,1.100902,1,36,4.829508,16.102144,4.012748
oscil_dcop_35,430,1544,3.590698,93.847153,311,101995,66.058938,11180,7.240933,0.000000,1.860465,19.302326,26.046511,39.767441,5.116279,92.093025,84.455956,0.682984,1,13,3.590698,2.097598,1.448309
adder_dcop_67,1813,11246,6.202979,75.013336,3127,3186971,283.387071,4750060,422.377734,0.000000,0.661886,1.158301,21.400993,11.141754,15.223387,49.586323,30.286324,2.818433,1,1310,6.202979,947.232910,30.777149
ASIC_680k,682862,2638997,3.864613,91.228561,684687,309452264369,117261.317224,-1,-0.000000,0.000000,85.463387,0.000000,0.000146,0.000000,0.046276,85.509811,22.174334,2.793544,1,388488,3.864613,427560.312500,653.880981
fpga_dcop_04,1220,5884,4.822951,94.187630,1600,1215146,206.516995,87840,14.928620,0.000000,6.885246,0.000000,11.475410,26.885246,50.163933,95.409836,82.868797,1.105824,1,36,4.822951,16.112947,4.014093
oscil_dcop_15,430,1544,3.590698,93.847153,311,101995,66.058938,11180,7.240933,0.000000,1.860465,19.302326,26.046511,39.767441,5.116279,92.093025,84.455956,0.682984,1,13,3.590698,2.097598,1.448309
fpga_dcop_26,1220,5892,4.829508,94.195518,1601,1216210,206.417176,87840,14.908350,0.000000,6.885246,0.000000,11.147541,26.885246,50.491802,95.409836,82.892059,1.100902,1,36,4.829508,16.102144,4.012748
oscil_dcop_27,430,1544,3.590698,93.847153,311,101995,66.058938,11180,7.240933,0.000000,1.860465,19.302326,26.046511,39.767441,5.116279,92.093025,84.455956,0.682984,1,13,3.590698,2.097598,1.448309
adder_dcop_11,1813,11243,6.201324,75.006668,3127,3186971,283.462688,4750060,422.490438,0.000000,0.661886,1.158301,21.456150,11.141754,15.168229,49.586323,30.276617,2.815121,1,1310,6.201324,947.236389,30.777206
fpga_dcop_06,1220,5860,4.803279,94.163826,1597,1212083,206.840102,87840,14.989761,0.000000,6.885246,0.163934,12.295082,26.721312,49.344261,95.409836,82.798637,1.114028,1,36,4.803279,16.151455,4.018887
adder_dcop_17,1813,11246,6.202979,75.013336,3127,3186971,283.387071,4750060,422.377734,0.000000,0.661886,1.158301,21.400993,11.141754,15.223387,49.586323,30.286324,2.818433,1,1310,6.202979,947.232910,30.777149
fpga_dcop_36,1220,5892,4.829508,94.195518,1601,1216210,206.417176,87840,14.908350,0.000000,6.885246,0.000000,11.147541,26.885246,50.491802,95.409836,82.892059,1.100902,1,36,4.829508,16.102144,4.012748
fpga_dcop_17,1220,5892,4.829508,94.195518,1601,1216210,206.417176,87840,14.908350,0.000000,6.885246,0.000000,11.147541,26.885246,50.491802,95.409836,82.892059,1.100902,1,36,4.829508,16.102144,4.012748
adder_dcop_60,1813,11246,6.202979,75.013336,3127,3186971,283.387071,4750060,422.377734,0.000000,0.661886,1.158301,21.400993,11.141754,15.223387,49.586323,30.286324,2.818433,1,1310,6.202979,947.232910,30.777149
fpga_dcop_13,1220,5892,4.829508,94.195518,1601,1216210,206.417176,87840,14.908350,0.000000,6.885246,0.000000,11.147541,26.885246,50.491802,95.409836,82.892059,1.100902,1,36,4.829508,16.102144,4.012748
adder_dcop_33,1813,11246,6.202979,75.013336,3127,3186971,283.387071,4750060,422.377734,0.000000,0.661886,1.158301,21.400993,11.141754,15.223387,49.586323,30.286324,2.818433,1,1310,6.202979,947.232910,30.777149
fpga_dcop_10,1220,5884,4.822951,94.187630,1600,1215097,206.508668,87840,14.928620,0.000000,6.885246,0.081967,11.393442,26.803278,50.245903,95.409836,82.868797,1.105824,1,36,4.822951,16.116226,4.014502
oscil_dcop_55,430,1544,3.590698,93.847153,311,101995,66.058938,11180,7.240933,0.000000,1.860465,19.302326,26.046511,39.767441,5.116279,92.093025,84.455956,0.682984,1,13,3.590698,2.097598,1.448309
adder_dcop_50,1813,11246,6.202979,75.013336,3127,3186971,283.387071,4750060,422.377734,0.000000,0.661886,1.158301,21.400993,11.141754,15.223387,49.586323,30.286324,2.818433,1,1310,6.202979,947.232910,30.777149
fpga_dcop_03,1220,5892,4.829508,94.195518,1601,1216210,206.417176,87840,14.908350,0.000000,6.885246,0.000000,11.147541,26.885246,50.491802,95.409836,82.892059,1.100902,1,36,4.829508,16.102144,4.012748
oscil_dcop_07,430,1544,3.590698,93.847153,311,101995,66.058938,11180,7.240933,0.000000,1.860465,19.302326,26.046511,39.767441,5.116279,92.093025,84.455956,0.682984,1,13,3.590698,2.097598,1.448309
adder_dcop_01,1813,11156,6.153337,74.775902,3112,3183272,285.341700,4750060,425.785228,0.000000,0.661886,1.158301,23.166023,9.376723,15.223387,49.586323,30.243814,2.812914,1,1310,6.153337,947.242859,30.777311
adder_dcop_13,1813,11245,6.202427,75.011116,3127,3186971,283.412272,4750060,422.415296,0.000000,0.661886,1.158301,21.400993,11.141754,15.223387,49.586323,30.289017,2.819536,1,1310,6.202427,947.231567,30.777128
oscil_dcop_08,430,1544,3.590698,93.847153,311,101995,66.058938,11180,7.240933,0.000000,1.860465,19.302326,26.046511,39.767441,5.116279,92.093025,84.455956,0.682984,1,13,3.590698,2.097598,1.448309
adder_dcop_44,1813,11245,6.202427,75.011116,3127,3186971,283.412272,4750060,422.415296,0.000000,0.661886,1.158301,21.400993,11.196911,15.168229,49.586323,30.280125,2.819536,1,1310,6.202427,947.234924,30.777182
fpga_dcop_37,1220,5892,4.829508,94.195518,1601,1216210,206.417176,87840,14.908350,0.000000,6.885246,0.000000,11.147541,26.885246,50.491802,95.409836,82.892059,1.100902,1,36,4.829508,16.102144,4.012748
adder_dcop_05,1813,11097,6.120794,74.966209,3124,3186342,287.135442,4750060,428.049022,0.000000,0.661886,1.158301,22.228352,11.969112,14.726972,50.744621,31.233667,2.815121,1,1310,6.120794,947.239014,30.777248
oscil_dcop_50,430,1544,3.590698,93.847153,311,101995,66.058938,11180,7.240933,0.000000,1.860465,19.302326,26.046511,39.767441,5.116279,92.093025,84.455956,0.682984,1,13,3.590698,2.097598,1.448309
oscil_dcop_01,430,1544,3.590698,93.847153,311,101995,66.058938,11180,7.240933,0.000000,1.860465,19.302326,26.046511,39.767441,5.116279,92.093025,84.455956,0.682984,1,13,3.590698,2.097598,1.448309
adder_dcop_12,1813,11246,6.202979,75.013336,3127,3186971,283.387071,4750060,422.377734,0.000000,0.661886,1.158301,21.400993,11.141754,15.223387,49.586323,30.286324,2.818433,1,1310,6.202979,947.232910,30.777149
oscil_trans_01,430,1614,3.753488,93.928131,321,103827,64.328996,11180,6.926890,0.000000,0.930233,13.255814,29.767443,39.767441,6.511628,90.232559,82.156136,0.827506,1,13,3.753488,2.004356,1.415753
fpga_dcop_33,1220,5892,4.829508,94.195518,1601,1216210,206.417176,87840,14.908350,0.000000,6.885246,0.000000,11.147541,26.885246,50.491802,95.409836,82.892059,1.100902,1,36,4.829508,16.102144,4.012748
fpga_dcop_19,1220,5892,4.829508,94.195518,1601,1216210,206.417176,87840,14.908350,0.000000,6.885246,0.000000,11.147541,26.885246,50.491802,95.409836,82.892059,1.100902,1,36,4.829508,16.102144,4.012748
ASIC_320k,321821,1931828,6.002803,88.979713,425223,83217485314,43077.067583,-1,-0.000001,0.000000,0.023305,0.000000,65.470245,3.760165,0.028898,69.282616,35.253399,2.667569,1,162297,6.002803,152801.640625,390.898499
oscil_dcop_20,430,1544,3.590698,93.847153,311,101995,66.058938,11180,7.240933,0.000000,1.860465,19.302326,26.046511,39.767441,5.116279,92.093025,84.455956,0.682984,1,13,3.590698,2.097598,1.448309
ASIC_680ks,682712,1693767,2.480939,89.097855,96664,54517159825,32186.929976,217102416,128.177262,0.000000,85.471176,0.000146,0.021678,0.024608,0.000146,85.517761,34.517441,1.197126,1,159,2.480939,17.193455,4.146499
oscil_dcop_12,430,1544,3.590698,93.847153,311,101995,66.058938,11180,7.240933,0.000000,1.860465,19.302326,26.046511,39.767441,5.116279,92.093025,84.455956,0.682984,1,13,3.590698,2.097598,1.448309
